rgn_id;sciname;iucn_sid;year;eval_yr;category;;;
6;Galeocerdo cuvier;39378;2001;2000;NT;;;
6;Isurus oxyrinchus;39341;2001;2000;NT;;;
6;Isurus oxyrinchus;161751;2001;;;;;
6;Lepidochelys olivacea;11534;2001;1996;EN;;;
6;Megachasma pelagios;39338;2001;2000;DD;;;
6;Megaptera novaeangliae;13006;2001;1996;VU;;;
6;Prionace glauca;39381;2001;2000;NT;;;
6;Rhincodon typus;19488;2001;2000;VU;;;
6;Steno bredanensis;20738;2001;1996;DD;;;
6;Alopias vulpinus;39339;2000;2000;DD;;;
6;Balaenoptera acutorostrata;2474;2000;1996;NT;;;
6;Balaenoptera musculus;2477;2000;1996;EN;;;
6;Balaenoptera physalus;2478;2000;1996;EN;;;
6;Caretta caretta;3897;2000;1996;EN;;;
6;Caretta caretta;84156809;2000;;;;;
6;Cetorhinus maximus;4292;2000;2000;VU;;;
6;Chelonia mydas;4615;2000;1996;EN;;;
6;Dermochelys coriacea;6494;2000;2000;CR;;;
6;Dermochelys coriacea;46967807;2000;;;;;
6;Eretmochelys imbricata;8005;2000;1996;CR;;;
6;Galeocerdo cuvier;39378;2000;2000;NT;;;
6;Isurus oxyrinchus;39341;2000;2000;NT;;;
6;Isurus oxyrinchus;161751;2000;;;;;
6;Lepidochelys olivacea;11534;2000;1996;EN;;;
6;Megachasma pelagios;39338;2000;2000;DD;;;
6;Megaptera novaeangliae;13006;2000;1996;VU;;;
6;Prionace glauca;39381;2000;2000;NT;;;
6;Rhincodon typus;19488;2000;2000;VU;;;
6;Steno bredanensis;20738;2000;1996;DD;;;
6;Alopias vulpinus;39339;1999;;;;;
6;Balaenoptera acutorostrata;2474;1999;1996;NT;;;
6;Balaenoptera musculus;2477;1999;1996;EN;;;
6;Balaenoptera physalus;2478;1999;1996;EN;;;
6;Caretta caretta;3897;1999;1996;EN;;;
6;Caretta caretta;84156809;1999;;;;;
6;Cetorhinus maximus;4292;1999;1996;VU;;;
6;Chelonia mydas;4615;1999;1996;EN;;;
6;Dermochelys coriacea;6494;1999;1996;EN;;;
6;Dermochelys coriacea;46967807;1999;;;;;
6;Eretmochelys imbricata;8005;1999;1996;CR;;;
6;Galeocerdo cuvier;39378;1999;;;;;
6;Isurus oxyrinchus;39341;1999;;;;;
6;Isurus oxyrinchus;161751;1999;;;;;
6;Lepidochelys olivacea;11534;1999;1996;EN;;;
6;Megachasma pelagios;39338;1999;;;;;
6;Megaptera novaeangliae;13006;1999;1996;VU;;;
6;Prionace glauca;39381;1999;;;;;
6;Rhincodon typus;19488;1999;1996;DD;;;
6;Steno bredanensis;20738;1999;1996;DD;;;
6;Alopias vulpinus;39339;1998;;;;;
6;Balaenoptera acutorostrata;2474;1998;1996;NT;;;
6;Balaenoptera musculus;2477;1998;1996;EN;;;
6;Balaenoptera physalus;2478;1998;1996;EN;;;
6;Caretta caretta;3897;1998;1996;EN;;;
6;Caretta caretta;84156809;1998;;;;;
6;Cetorhinus maximus;4292;1998;1996;VU;;;
6;Chelonia mydas;4615;1998;1996;EN;;;
6;Dermochelys coriacea;6494;1998;1996;EN;;;
6;Dermochelys coriacea;46967807;1998;;;;;
6;Eretmochelys imbricata;8005;1998;1996;CR;;;
6;Galeocerdo cuvier;39378;1998;;;;;
6;Isurus oxyrinchus;39341;1998;;;;;
6;Isurus oxyrinchus;161751;1998;;;;;
6;Lepidochelys olivacea;11534;1998;1996;EN;;;
6;Megachasma pelagios;39338;1998;;;;;
6;Megaptera novaeangliae;13006;1998;1996;VU;;;
6;Prionace glauca;39381;1998;;;;;
6;Rhincodon typus;19488;1998;1996;DD;;;
6;Steno bredanensis;20738;1998;1996;DD;;;
6;Alopias vulpinus;39339;1997;;;;;
6;Balaenoptera acutorostrata;2474;1997;1996;NT;;;
6;Balaenoptera musculus;2477;1997;1996;EN;;;
6;Balaenoptera physalus;2478;1997;1996;EN;;;
6;Caretta caretta;3897;1997;1996;EN;;;
6;Caretta caretta;84156809;1997;;;;;
6;Cetorhinus maximus;4292;1997;1996;VU;;;
6;Chelonia mydas;4615;1997;1996;EN;;;
6;Dermochelys coriacea;6494;1997;1996;EN;;;
6;Dermochelys coriacea;46967807;1997;;;;;
6;Eretmochelys imbricata;8005;1997;1996;CR;;;
6;Galeocerdo cuvier;39378;1997;;;;;
6;Isurus oxyrinchus;39341;1997;;;;;
6;Isurus oxyrinchus;161751;1997;;;;;
6;Lepidochelys olivacea;11534;1997;1996;EN;;;
6;Megachasma pelagios;39338;1997;;;;;
6;Megaptera novaeangliae;13006;1997;1996;VU;;;
6;Prionace glauca;39381;1997;;;;;
6;Rhincodon typus;19488;1997;1996;DD;;;
6;Steno bredanensis;20738;1997;1996;DD;;;
6;Alopias vulpinus;39339;1996;;;;;
6;Balaenoptera acutorostrata;2474;1996;1996;NT;;;
6;Balaenoptera musculus;2477;1996;1996;EN;;;
6;Balaenoptera physalus;2478;1996;1996;EN;;;
6;Caretta caretta;3897;1996;1996;EN;;;
6;Caretta caretta;84156809;1996;;;;;
6;Cetorhinus maximus;4292;1996;1996;VU;;;
6;Chelonia mydas;4615;1996;1996;EN;;;
6;Dermochelys coriacea;6494;1996;1996;EN;;;
6;Dermochelys coriacea;46967807;1996;;;;;
6;Eretmochelys imbricata;8005;1996;1996;CR;;;
6;Galeocerdo cuvier;39378;1996;;;;;
6;Isurus oxyrinchus;39341;1996;;;;;
6;Isurus oxyrinchus;161751;1996;;;;;
6;Lepidochelys olivacea;11534;1996;1996;EN;;;
6;Megachasma pelagios;39338;1996;;;;;
6;Megaptera novaeangliae;13006;1996;1996;VU;;;
6;Prionace glauca;39381;1996;;;;;
6;Rhincodon typus;19488;1996;1996;DD;;;
6;Steno bredanensis;20738;1996;1996;DD;;;
6;Alopias vulpinus;39339;1995;;;;;
6;Balaenoptera acutorostrata;2474;1995;1994;DD;K;;
6;Balaenoptera musculus;2477;1995;1994;EN;;;
6;Balaenoptera physalus;2478;1995;1994;VU;;;
6;Caretta caretta;3897;1995;1994;VU;;;
6;Caretta caretta;84156809;1995;;;;;
6;Cetorhinus maximus;4292;1995;1994;K;;;
6;Chelonia mydas;4615;1995;1994;EN;;;
6;Dermochelys coriacea;6494;1995;1994;EN;;;
6;Dermochelys coriacea;46967807;1995;;;;;
6;Eretmochelys imbricata;8005;1995;1994;EN;;;
6;Galeocerdo cuvier;39378;1995;;;;;
6;Isurus oxyrinchus;39341;1995;;;;;
6;Isurus oxyrinchus;161751;1995;;;;;
6;Lepidochelys olivacea;11534;1995;1994;EN;;;
6;Megachasma pelagios;39338;1995;;;;;
6;Megaptera novaeangliae;13006;1995;1994;VU;;;
6;Prionace glauca;39381;1995;;;;;
6;Rhincodon typus;19488;1995;1994;I;;;
6;Steno bredanensis;20738;1995;1996;IK;;;
6;Alopias vulpinus;39339;1994;;;;;
6;Balaenoptera acutorostrata;2474;1994;1994;DD;K;;
6;Balaenoptera musculus;2477;1994;1994;EN;;;
6;Balaenoptera physalus;2478;1994;1994;VU;;;
6;Caretta caretta;3897;1994;1994;VU;;;
6;Caretta caretta;84156809;1994;;;;;
6;Cetorhinus maximus;4292;1994;1994;K;;;
6;Chelonia mydas;4615;1994;1994;EN;;;
6;Dermochelys coriacea;6494;1994;1994;EN;;;
6;Dermochelys coriacea;46967807;1994;;;;;
6;Eretmochelys imbricata;8005;1994;1994;EN;;;
6;Galeocerdo cuvier;39378;1994;;;;;
6;Isurus oxyrinchus;39341;1994;;;;;
6;Isurus oxyrinchus;161751;1994;;;;;
6;Lepidochelys olivacea;11534;1994;1994;EN;;;
6;Megachasma pelagios;39338;1994;;;;;
6;Megaptera novaeangliae;13006;1994;1994;VU;;;
6;Prionace glauca;39381;1994;;;;;
6;Rhincodon typus;19488;1994;1994;I;;;
6;Steno bredanensis;20738;1994;1994;IK;;;
6;Alopias vulpinus;39339;1993;;;;;
6;Balaenoptera acutorostrata;2474;1993;;;;;
6;Balaenoptera musculus;2477;1993;1990;EN;;;
6;Balaenoptera physalus;2478;1993;1990;VU;;;
6;Caretta caretta;3897;1993;1990;VU;;;
6;Caretta caretta;84156809;1993;;;;;
6;Cetorhinus maximus;4292;1993;1990;K;;;
6;Chelonia mydas;4615;1993;1990;EN;;;
6;Dermochelys coriacea;6494;1993;1990;EN;;;
6;Dermochelys coriacea;46967807;1993;;;;;
6;Eretmochelys imbricata;8005;1993;1990;EN;;;
6;Galeocerdo cuvier;39378;1993;;;;;
6;Isurus oxyrinchus;39341;1993;;;;;
6;Isurus oxyrinchus;161751;1993;;;;;
6;Lepidochelys olivacea;11534;1993;1990;EN;;;
6;Megachasma pelagios;39338;1993;;;;;
6;Megaptera novaeangliae;13006;1993;1990;VU;;;
6;Prionace glauca;39381;1993;;;;;
6;Rhincodon typus;19488;1993;1990;I;;;
6;Steno bredanensis;20738;1993;1994;IK;;;
6;Alopias vulpinus;39339;1992;;;;;
6;Balaenoptera acutorostrata;2474;1992;;;;;
6;Balaenoptera musculus;2477;1992;1990;EN;;;
6;Balaenoptera physalus;2478;1992;1990;VU;;;
6;Caretta caretta;3897;1992;1990;VU;;;
6;Caretta caretta;84156809;1992;;;;;
6;Cetorhinus maximus;4292;1992;1990;K;;;
6;Chelonia mydas;4615;1992;1990;EN;;;
6;Dermochelys coriacea;6494;1992;1990;EN;;;
6;Dermochelys coriacea;46967807;1992;;;;;
6;Eretmochelys imbricata;8005;1992;1990;EN;;;
6;Galeocerdo cuvier;39378;1992;;;;;
6;Isurus oxyrinchus;39341;1992;;;;;
6;Isurus oxyrinchus;161751;1992;;;;;
6;Lepidochelys olivacea;11534;1992;1990;EN;;;
6;Megachasma pelagios;39338;1992;;;;;
6;Megaptera novaeangliae;13006;1992;1990;VU;;;
6;Prionace glauca;39381;1992;;;;;
6;Rhincodon typus;19488;1992;1990;I;;;
6;Steno bredanensis;20738;1992;1994;IK;;;
7;Alopias vulpinus;39339;2019;2009;VU;;;https://www.iucnredlist.org/species/39339/10205317
7;Balaenoptera acutorostrata;2474;2019;2008;LC;;;
7;Balaenoptera musculus;2477;2019;2018;EN;;;Cooke, J.G. 2018. Balaenoptera musculus. The IUCN Red List of Threatened Species 2018: e.T2477A50226195. http://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T2477A50226195.en. Downloaded on 15 May 2019.
7;Balaenoptera physalus;2478;2019;2018;VU;;;Cooke, J.G. 2018. Balaenoptera physalus. The IUCN Red List of Threatened Species 2018: e.T2478A50349982. http://dx.doi.org/10.2305/IUCN.UK.2018-2.RLTS.T2478A50349982.en. Downloaded on 15 May 2019.
7;Caretta caretta;3897;2019;2017;VU;;;
7;Caretta caretta;84156809;2019;2015;CR;;;
7;Cetorhinus maximus;4292;2019;2005;VU;;;https://www.iucnredlist.org/species/4292/10763893
7;Chelonia mydas;4615;2019;2004;EN;;;
7;Dermochelys coriacea;6494;2019;2013;VU;;;
7;Dermochelys coriacea;46967807;2019;2008;CR;;;
7;Eretmochelys imbricata;8005;2019;2008;CR;;;
7;Galeocerdo cuvier;39378;2019;2019;NT;;;
7;Isurus oxyrinchus;39341;2019;2019;EN;;;
7;Isurus oxyrinchus;161751;2019;2019;VU;;;
7;Lepidochelys olivacea;11534;2019;2008;VU;;;
7;Megachasma pelagios;39338;2019;2019;LC;;;
7;Megaptera novaeangliae;13006;2019;2018;LC;;;
7;Prionace glauca;39381;2019;2009;NT;;;
7;Rhincodon typus;19488;2019;2016;EN;;;
7;Steno bredanensis;20738;2019;2012;LC;;;
7;Alopias vulpinus;39339;2018;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2018;2008;LC;;;
7;Balaenoptera musculus;2477;2018;2018;EN;;;
7;Balaenoptera physalus;2478;2018;2018;VU;EN;;
7;Caretta caretta;3897;2018;2017;VU;;;
7;Caretta caretta;84156809;2018;2015;CR;;;
7;Cetorhinus maximus;4292;2018;2005;VU;;;
7;Chelonia mydas;4615;2018;2004;EN;;;
7;Dermochelys coriacea;6494;2018;2013;VU;;;
7;Dermochelys coriacea;46967807;2018;2008;CR;;;
7;Eretmochelys imbricata;8005;2018;2008;CR;;;
7;Galeocerdo cuvier;39378;2018;2009;NT;;;
7;Isurus oxyrinchus;39341;2018;2009;VU;;;
7;Isurus oxyrinchus;161751;2018;2009;NT;;;
7;Lepidochelys olivacea;11534;2018;2008;VU;;;
7;Megachasma pelagios;39338;2018;2015;LC;;;
7;Megaptera novaeangliae;13006;2018;2018;LC;;;
7;Prionace glauca;39381;2018;2009;NT;;;
7;Rhincodon typus;19488;2018;2016;EN;;;
7;Steno bredanensis;20738;2018;2012;LC;;;
7;Alopias vulpinus;39339;2017;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2017;2008;LC;;;
7;Balaenoptera musculus;2477;2017;2008;EN;;;
7;Balaenoptera physalus;2478;2017;2013;EN;;;
7;Caretta caretta;3897;2017;2017;VU;;;
7;Caretta caretta;84156809;2017;2015;CR;;;
7;Cetorhinus maximus;4292;2017;2005;VU;;;
7;Chelonia mydas;4615;2017;2004;EN;;;
7;Dermochelys coriacea;6494;2017;2013;VU;;;
7;Dermochelys coriacea;46967807;2017;2013;CR;;;
7;Eretmochelys imbricata;8005;2017;2008;CR;;;
7;Galeocerdo cuvier;39378;2017;2009;NT;;;
7;Isurus oxyrinchus;39341;2017;2009;VU;;;
7;Isurus oxyrinchus;161751;2017;2009;NT;;;
7;Lepidochelys olivacea;11534;2017;2008;VU;;;
7;Megachasma pelagios;39338;2017;2015;LC;;;
7;Megaptera novaeangliae;13006;2017;2008;LC;;;
7;Prionace glauca;39381;2017;2009;NT;;;
7;Rhincodon typus;19488;2017;2016;EN;;;
7;Steno bredanensis;20738;2017;2012;LC;;;
7;Alopias vulpinus;39339;2016;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2016;2008;LC;;;
7;Balaenoptera musculus;2477;2016;2008;EN;;;
7;Balaenoptera physalus;2478;2016;2013;EN;;;
7;Caretta caretta;3897;2016;2015;VU;;;
7;Caretta caretta;84156809;2016;2015;CR;;;
7;Cetorhinus maximus;4292;2016;2005;VU;;;
7;Chelonia mydas;4615;2016;2004;EN;;;
7;Dermochelys coriacea;6494;2016;2013;VU;;;
7;Dermochelys coriacea;46967807;2016;2013;CR;;;
7;Eretmochelys imbricata;8005;2016;2008;CR;;;
7;Galeocerdo cuvier;39378;2016;2009;NT;;;
7;Isurus oxyrinchus;39341;2016;2009;VU;;;
7;Isurus oxyrinchus;161751;2016;2009;NT;;;
7;Lepidochelys olivacea;11534;2016;2008;VU;;;
7;Megachasma pelagios;39338;2016;2015;LC;;;
7;Megaptera novaeangliae;13006;2016;2008;LC;;;
7;Prionace glauca;39381;2016;2009;NT;;;
7;Rhincodon typus;19488;2016;2016;EN;;;
7;Steno bredanensis;20738;2016;2012;LC;;;
7;Alopias vulpinus;39339;2015;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2015;2008;LC;;;
7;Balaenoptera musculus;2477;2015;2008;EN;;;
7;Balaenoptera physalus;2478;2015;2013;EN;;;
7;Caretta caretta;3897;2015;2015;VU;;;
7;Caretta caretta;84156809;2015;2015;CR;;;
7;Cetorhinus maximus;4292;2015;2005;VU;;;
7;Chelonia mydas;4615;2015;2004;EN;;;
7;Dermochelys coriacea;6494;2015;2013;VU;;;
7;Dermochelys coriacea;46967807;2015;2013;CR;;;
7;Eretmochelys imbricata;8005;2015;2008;CR;;;
7;Galeocerdo cuvier;39378;2015;2009;NT;;;
7;Isurus oxyrinchus;39341;2015;2009;VU;;;
7;Isurus oxyrinchus;161751;2015;2009;NT;;;
7;Lepidochelys olivacea;11534;2015;2008;VU;;;
7;Megachasma pelagios;39338;2015;2015;LC;;;
7;Megaptera novaeangliae;13006;2015;2008;LC;;;
7;Prionace glauca;39381;2015;2009;NT;;;
7;Rhincodon typus;19488;2015;2005;VU;;;
7;Steno bredanensis;20738;2015;2012;LC;;;
7;Alopias vulpinus;39339;2014;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2014;2008;LC;;;
7;Balaenoptera musculus;2477;2014;2008;EN;;;
7;Balaenoptera physalus;2478;2014;2013;EN;;;
7;Caretta caretta;3897;2014;1996;EN;;;
7;Caretta caretta;84156809;2014;;;;;
7;Cetorhinus maximus;4292;2014;2005;VU;;;
7;Chelonia mydas;4615;2014;2004;EN;;;
7;Dermochelys coriacea;6494;2014;2013;VU;;;
7;Dermochelys coriacea;46967807;2014;2013;CR;;;
7;Eretmochelys imbricata;8005;2014;2008;CR;;;
7;Galeocerdo cuvier;39378;2014;2009;NT;;;
7;Isurus oxyrinchus;39341;2014;2009;VU;;;
7;Isurus oxyrinchus;161751;2014;2009;NT;;;
7;Lepidochelys olivacea;11534;2014;2008;VU;;;
7;Megachasma pelagios;39338;2014;2005;DD;;;
7;Megaptera novaeangliae;13006;2014;2008;LC;;;
7;Prionace glauca;39381;2014;2009;NT;;;
7;Rhincodon typus;19488;2014;2005;VU;;;
7;Steno bredanensis;20738;2014;2012;LC;;;
7;Alopias vulpinus;39339;2013;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2013;2008;LC;;;
7;Balaenoptera musculus;2477;2013;2008;EN;;;
7;Balaenoptera physalus;2478;2013;2013;EN;;;
7;Caretta caretta;3897;2013;1996;EN;;;
7;Caretta caretta;84156809;2013;;;;;
7;Cetorhinus maximus;4292;2013;2005;VU;;;
7;Chelonia mydas;4615;2013;2004;EN;;;
7;Dermochelys coriacea;6494;2013;2013;VU;;;
7;Dermochelys coriacea;46967807;2013;2013;CR;;;
7;Eretmochelys imbricata;8005;2013;2008;CR;;;
7;Galeocerdo cuvier;39378;2013;2009;NT;;;
7;Isurus oxyrinchus;39341;2013;2009;VU;;;
7;Isurus oxyrinchus;161751;2013;2009;NT;;;
7;Lepidochelys olivacea;11534;2013;2008;VU;;;
7;Megachasma pelagios;39338;2013;2005;DD;;;
7;Megaptera novaeangliae;13006;2013;2008;LC;;;
7;Prionace glauca;39381;2013;2009;NT;;;
7;Rhincodon typus;19488;2013;2005;VU;;;
7;Steno bredanensis;20738;2013;2012;LC;;;
7;Alopias vulpinus;39339;2012;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2012;2008;LC;;;
7;Balaenoptera musculus;2477;2012;2008;EN;;;
7;Balaenoptera physalus;2478;2012;2008;EN;;;
7;Caretta caretta;3897;2012;1996;EN;;;
7;Caretta caretta;84156809;2012;;;;;
7;Cetorhinus maximus;4292;2012;2005;VU;;;
7;Chelonia mydas;4615;2012;2004;EN;;;
7;Dermochelys coriacea;6494;2012;2000;CR;;;
7;Dermochelys coriacea;46967807;2012;;;;;
7;Eretmochelys imbricata;8005;2012;2008;CR;;;
7;Galeocerdo cuvier;39378;2012;2009;NT;;;
7;Isurus oxyrinchus;39341;2012;2009;VU;;;
7;Isurus oxyrinchus;161751;2012;2009;NT;;;
7;Lepidochelys olivacea;11534;2012;2008;VU;;;
7;Megachasma pelagios;39338;2012;2005;DD;;;
7;Megaptera novaeangliae;13006;2012;2008;LC;;;
7;Prionace glauca;39381;2012;2009;NT;;;
7;Rhincodon typus;19488;2012;2005;VU;;;
7;Steno bredanensis;20738;2012;2012;LC;;;
7;Alopias vulpinus;39339;2011;2009;VU;;;
7;Balaenoptera acutorostrata;2474;2011;2008;LC;;;
7;Balaenoptera musculus;2477;2011;2008;EN;;;
7;Balaenoptera physalus;2478;2011;2008;EN;;;
7;Caretta caretta;3897;2011;1996;EN;;;
7;Caretta caretta;84156809;2011;;;;;
7;Cetorhinus maximus;4292;2011;2005;VU;;;
7;Chelonia mydas;4615;2011;2004;EN;;;
7;Dermochelys coriacea;6494;2011;2000;CR;;;
7;Dermochelys coriacea;46967807;2011;;;;;
7;Eretmochelys imbricata;8005;2011;2008;CR;;;
7;Galeocerdo cuvier;39378;2011;2009;NT;;;
7;Isurus oxyrinchus;39341;2011;2009;VU;;;
7;Isurus oxyrinchus;161751;2011;2009;NT;;;
7;Lepidochelys olivacea;11534;2011;2008;VU;;;
7;Megachasma pelagios;39338;2011;2005;DD;;;
7;Megaptera novaeangliae;13006;2011;2008;LC;;;
7;Prionace glauca;39381;2011;2009;NT;;;
