"targets","layer","filename","fld_value","units","name","description","layer_gl","path_in","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"ECO","eco_status","eco_status_mse2019.csv","status","status 0-100","Economic status scores","Calculated using corrected revenue data for several marine sectors  (data not updated since 2013)","eco_status","~/Documents/github/ohi-global/eez/layers/eco_status.csv","rgn_id",,,"year","status",,TRUE,2013,2017,79.93,100,FALSE,,,,2,FALSE
"ECO","eco_trend","eco_trend_mse2019.csv","trend","trend -1 to 1","Economic trend scores","Calculated using change in revenue for several marine sectors  (data not updated since 2013)","eco_trend","~/Documents/github/ohi-global/eez/layers/eco_trend.csv","rgn_id",,,"year","trend",,TRUE,2017,2017,-1.503209681,0.452395374,FALSE,,,,2,FALSE
"ECO pressureFIS pressureHAB pressureLIV pressureNP pressureSPP pressure","fp_art_lb","fp_art_lb_gl2018.csv","pressure_score","scaled 0-1","Low bycatch due to artisanal fishing","Pressure due to artisanal low bycatch fishing identified by reported and IUU tonnes and standardized by NPP","fp_art_lb","~/Documents/github/ohi-global/eez/layers/fp_art_lb.csv","rgn_id",,,"year","pressure_score",,TRUE,2007,2015,0.274200780952887,0.321826739371699,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureMAR pressureNP pressureSPP pressure","po_chemicals","po_chemicals_gl2018.csv","pressure_score","scaled 0-1","Chemical pollution","Modeled chemical pollution within EEZ from commercial shipping traffic, ports and harbors, land-based pesticide use (organic pollution), and urban runoff (inorganic pollution)","po_chemicals","~/Documents/github/ohi-global/eez/layers/po_chemicals.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.104857200285375,0.106101039596822,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureNP pressureSPP pressure","po_nutrients","po_nutrients_gl2018.csv","pressure_score","scaled 0-1","Nutrient pollution","Modeled nutrient pollution within 3nm of coastline based on fertilizer consumption","po_nutrients","~/Documents/github/ohi-global/eez/layers/po_nutrients.csv","rgn_id",,,"year","pressure_score",,TRUE,2012,2016,0.00362362742622387,0.00457206604638958,TRUE,,,,2,FALSE
"ECO pressureFIS pressureLIV pressureSPP pressure","sp_genetic","sp_genetic_gl2018.csv","pressure_score","scaled 0-1","Genetic escapes","Introduced mariculture species (Mariculture Sustainability Index) as a proxy for genetic escapes","sp_genetic","~/Documents/github/ohi-global/eez/layers/sp_genetic.csv","rgn_id",,,"year","pressure_score",,TRUE,1969,2016,0.957684120872712,1,TRUE,,,,2,FALSE
"ECO resilienceLIV resilience","li_gci","li_gci_gl2018.csv","resilience_score","scaled 0-1","Global Competitiveness Index (GCI)","Competitiveness in achieving sustained economic prosperity","li_gci","~/Documents/github/ohi-global/eez/layers/li_gci.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,0.521666222714286,0.596870015857143,TRUE,,,,2,FALSE
"ECOLIV","le_sector_weight","le_sector_weight_mse2019.csv","weight","value","Sectors in each region","Proportion of jobs within each marine sector","le_sector_weight","~/Documents/github/ohi-global/eez/layers/le_sector_weight.csv","rgn_id",,"sector",,"weight",,TRUE,,,1.3767,2.8635,FALSE,,,,2,FALSE
"FIS","fis_b_bmsy","fis_b_bmsy_gl2018.csv","bbmsy","B/Bmsy","B/Bmsy estimates","The ratio of fish population abundance compared to the abundance required to deliver maximum sustainable yield (RAM and catch-MSY data)","fis_b_bmsy","~/Documents/github/ohi-global/eez/layers/fis_b_bmsy.csv","rgn_id",,"stock_id","year","bbmsy",,TRUE,2001,2015,0.118971556597891,2.14662004662009,FALSE,,,,2,FALSE
"FIS","fis_meancatch","fis_meancatch_gl2018.csv","mean_catch","tonnes","Fishery catch data","Mean commercial catch for each OHI region (averaged across years)","fis_meancatch","~/Documents/github/ohi-global/eez/layers/fis_meancatch.csv","rgn_id",,"stock_id_taxonkey","year","mean_catch",,TRUE,2001,2015,0.000126923076923077,318972.385252972,FALSE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilience","species_diversity_eez","species_diversity_eez_gl2018.csv","score","scaled 0-1","Measure of ecological integrity","Marine species condition (species subgoal status score) as a proxy for ecological integrity","species_diversity_eez","~/Documents/github/ohi-global/eez/layers/species_diversity_eez.csv","rgn_id",,,"year","score",,TRUE,2012,2018,0.751887004458887,0.758745001109997,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mora_artisanal","fp_mora_artisanal_gl2018.csv","value","scaled 0-1","Artisanal fisheries management effectiveness","Quality of management of small-scale fishing for artisanal and recreational purposes","fp_mora_artisanal","~/Documents/github/ohi-global/eez/layers/fp_mora_artisanal.csv","rgn_id",,,,"value",,TRUE,,,0.555771907253878,0.555771907253878,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","fp_mpa_eez","fp_mpa_eez_gl2018.csv","resilience.score","scaled 0-1","EEZ protected marine areas (fishing preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","fp_mpa_eez","~/Documents/github/ohi-global/eez/layers/fp_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2000,2018,0.430003165004769,0.434745271126407,TRUE,,,,2,FALSE
"FIS resilienceHAB resilienceICO resilienceNP resilienceSPP resilience","hd_mpa_eez","hd_mpa_eez_gl2018.csv","resilience.score","scaled 0-1","EEZ protected marine areas (habitat preservation)","Protected marine areas within EEZ (lasting special places calculation applied to the entire EEZ)","hd_mpa_eez","~/Documents/github/ohi-global/eez/layers/hd_mpa_eez.csv","rgn_id",,,"year","resilience.score",,TRUE,2000,2018,0.430003165004769,0.434745271126407,TRUE,,,,2,FALSE
"FP","fp_wildcaught_weight","fp_wildcaught_weight_gl2018.csv","w_fis","proportion","Food provision weights","Proportion of wild caught fisheries relative to total food production (e.g., fisheries and mariculture)","fp_wildcaught_weight","~/Documents/github/ohi-global/eez/layers/fp_wildcaught_weight.csv","rgn_id",,,"year","w_fis",,TRUE,2005,2015,0.517164571165952,0.790491751290541,TRUE,,,,2,FALSE
"HAB","hab_softbottom_health","hab_softbottom_health_gl2018.csv","health","proportion","Habitat condition of softbottom","Current condition of softbottom habitat, based on demersal destructive fishing practices (e.g., trawling)","hab_softbottom_health","~/Documents/github/ohi-global/eez/layers/hab_softbottom_health.csv","rgn_id",,"habitat","year","health",,TRUE,2003,2015,0.949833269116588,1,TRUE,,,,2,FALSE
"HAB","hab_softbottom_trend","hab_softbottom_trend_gl2018.csv","trend","trend","Habitat condition trend of softbottom","Estimated change in softbottom condition, based on trends in demersal destructive fishing practices (e.g., trawling)","hab_softbottom_trend","~/Documents/github/ohi-global/eez/layers/hab_softbottom_trend.csv","rgn_id",,"habitat","year","trend",,TRUE,2011,2015,-0.0233,0.0528,FALSE,,,,2,FALSE
"HAB resilienceMAR resilienceSPP resilience","g_mariculture","g_mariculture_gl2018.csv","resilience score","scaled 0-1","Management of mariculture  to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: mariculture related questions","g_mariculture","~/Documents/github/ohi-global/eez/layers/g_mariculture.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.625,0.625,TRUE,,,,2,FALSE
"HAB resilienceSPP resilience","g_tourism","g_tourism_gl2018.csv","resilience score","scaled 0-1","Management of tourism to preserve biodiversity","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: tourism related questions","g_tourism","~/Documents/github/ohi-global/eez/layers/g_tourism.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.888888888889,0.888888888889,TRUE,,,,2,FALSE
"ICO","ico_spp_iucn_status","ico_spp_iucn_status_gl2018.csv","category","IUCN risk category","IUCN extinction risk","IUCN extinction risk category for iconic species located within each region","ico_spp_iucn_status","~/Documents/github/ohi-global/eez/layers/ico_spp_iucn_status.csv","rgn_id",,"sciname","year",,"category",TRUE,1992,2018,,,FALSE,"iucn_sid,eval_yr",,162,2,
"ICO pressureSPP pressure","fp_targetharvest","fp_targetharvest_gl2018.csv","pressure_score","scaled 0-1","Targeted harvest of cetaceans and marine turtles","Targeted harvest of cetaceans and marine turtles","fp_targetharvest","~/Documents/github/ohi-global/eez/layers/fp_targetharvest.csv","rgn_id",,,"year","pressure_score",,TRUE,1950,2016,0,1,TRUE,,,,2,FALSE
"ICO resilienceNP resilienceSPP resilience","g_cites","g_cites_gl2018.csv","resilience_score","0 or 1","CITES signatories","Convention on International Trade in Endangered Species of Wild Fauna and Flora (CITES) signatories","g_cites","~/Documents/github/ohi-global/eez/layers/g_cites.csv","rgn_id",,,"year","resilience_score",,TRUE,2010,2017,1,1,TRUE,,,,2,FALSE
"LIV","liv_status","liv_status_mse2019.csv","status","status 0-100","Livelihood status scores","Calculated using adjusted job and wage data in several marine sectors  (data not updated since 2013)","liv_status","~/Documents/github/ohi-global/eez/layers/liv_status.csv","rgn_id",,,"year","status",,TRUE,2015,2018,84.78866161,98.99246683,FALSE,,,,2,FALSE
"LIV","liv_trend","liv_trend_mse2019.csv","trend","trend -1 to 1","Livelihood trend scores","Calculated using change in adjusted job and wage data in several marine sectors  (data not updated since 2013)","liv_trend","~/Documents/github/ohi-global/eez/layers/liv_trend.csv","rgn_id",,,"year","trend",,TRUE,2018,2019,0.934287244,0.951929496,TRUE,,,,2,FALSE
"LIV resilience","li_sector_evenness","li_sector_evenness_gl2018.csv","resilience score","scaled 0-1","Economic diversity","Sector evenness based on Shannon's Diversity Index calculated on the proportion of jobs in each sector as a measure of economic diversity","li_sector_evenness","~/Documents/github/ohi-global/eez/layers/li_sector_evenness.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.768636690874,0.768636690874,TRUE,,,,2,FALSE
"LSP","lsp_prot_area_inland1km","lsp_prot_area_inland1km_gl2018.csv","a_prot_1km","km2","Inland coastal protected areas","Protected areas located 1 km inland","lsp_prot_area_inland1km","~/Documents/github/ohi-global/eez/layers/lsp_prot_area_inland1km.csv","rgn_id",,,"year","a_prot_1km",,TRUE,2000,2018,1628.25,1715.25,FALSE,,,,2,FALSE
"LSP","lsp_prot_area_offshore3nm","lsp_prot_area_offshore3nm_gl2018.csv","a_prot_3nm","km2","Offshore coastal protected areas","Protected areas located 3nm offshore","lsp_prot_area_offshore3nm","~/Documents/github/ohi-global/eez/layers/lsp_prot_area_offshore3nm.csv","rgn_id",,,"year","a_prot_3nm",,TRUE,2000,2018,9176.25,10016.5,FALSE,,,,2,FALSE
"LSP","rgn_area_inland1km","rgn_area_inland1km_gl2018.csv","area","km2","Inland 1km area","Inland area of OHI regions within 1km of shoreline","rgn_area_inland1km","~/Documents/github/ohi-global/eez/layers/rgn_area_inland1km.csv","rgn_id",,,,"area",,TRUE,,,3860.25,3860.25,FALSE,,,,2,FALSE
"LSP","rgn_area_offshore3nm","rgn_area_offshore3nm_gl2018.csv","area","km2","Offshore 3nm area","Offshore area of OHI regions within 3nm of shoreline","rgn_area_offshore3nm","~/Documents/github/ohi-global/eez/layers/rgn_area_offshore3nm.csv","rgn_id",,,,"area",,TRUE,,,15809.5,15809.5,FALSE,,,,2,FALSE
"MAR","mar_coastalpopn_inland25mi","mar_coastalpopn_inland25mi_gl2018.csv","popsum","count","Inland coastal population","Total coastal population within 25 miles of coast","mar_coastalpopn_inland25mi","~/Documents/github/ohi-global/eez/layers/mar_coastalpopn_inland25mi.csv","rgn_id",,,"year","popsum",,TRUE,2000,2020,5946282.03352031,8063401.2122061,FALSE,,,,2,FALSE
"MAR","mar_harvest_tonnes","mar_harvest_tonnes_gl2018.csv","tonnes","tonnes","Mariculture harvest","Tonnes of mariculture harvest","mar_harvest_tonnes","~/Documents/github/ohi-global/eez/layers/mar_harvest_tonnes.csv","rgn_id",,"taxa_code","year","tonnes",,TRUE,1969,2016,0,422000,FALSE,"taxa_group",,,2,FALSE
"MAR","mar_sustainability_score","mar_sustainability_score_gl2018.csv","sust_coeff","scaled 0-1","Mariculture sustainability score","Mariculture sustainability based on the Mariculture Sustainability Index (MSI)","mar_sustainability_score","~/Documents/github/ohi-global/eez/layers/mar_sustainability_score.csv","rgn_id",,"taxa_code","year","sust_coeff",,TRUE,2012,2012,0.37,0.833333333,TRUE,,,,2,FALSE
"MAR resilience","g_msi_gov","g_msi_gov_gl2018.csv","resilience score","scaled 0-1","Mariculture Sustainability Index","Mariculture practice assessment criteria from the Mariculture Sustainability Index (MSI)","g_msi_gov","~/Documents/github/ohi-global/eez/layers/g_msi_gov.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.425,0.425,TRUE,,,,2,FALSE
"NP","hab_rockyreef_extent","hab_rockyreef_extent_gl2018.csv","km2","km2","Habitat extent of rocky reef","Area of rocky reef habitat","hab_rockyreef_extent","~/Documents/github/ohi-global/eez/layers/hab_rockyreef_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,588.571,588.571,FALSE,,,,2,FALSE
"NP","np_blast","np_blast_gl2018placeholder.csv","score","scaled 0-1","Blast fishing","Artisanal blast fishing","np_blast","~/Documents/github/ohi-global/eez/layers/np_blast.csv","rgn_id",,,"year","score",,TRUE,2019,2019,2019,2019,FALSE,,,,2,FALSE
"NP","np_cyanide","np_cyanide_gl2018placeholder.csv","score","scaled 0-1","Poison fishing","Artisanal poison (cyanide) fishing","np_cyanide","~/Documents/github/ohi-global/eez/layers/np_cyanide.csv","rgn_id",,,"year","score",,TRUE,2019,2019,2019,2019,FALSE,,,,2,FALSE
"NP","np_harvest_product_weight","np_harvest_product_weight_gl2018.csv","weight","proportion","Relative natural product harvest value","Relative importance of six marine commodities (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish) within each region determined by dividing the max USD value (determined across most recent 10 years of data) of each product and dividing by the sum of the max USD values of all products","np_harvest_product_weight","~/Documents/github/ohi-global/eez/layers/np_harvest_product_weight.csv","rgn_id",,"product","year","weight",,TRUE,2015,2015,0.00251589613417873,0.974597622788037,TRUE,,,,2,FALSE
"NP","np_harvest_tonnes","np_harvest_tonnes_gl2018.csv","tonnes","tonnes","Natural product harvest","Yield in metric tonnes of six marine commodities (coral, fish oil, seaweed and plants, shells, sponges, ornamental fish)","np_harvest_tonnes","~/Documents/github/ohi-global/eez/layers/np_harvest_tonnes.csv","rgn_id",,"product","year","tonnes",,TRUE,1976,2015,0,14156.75,FALSE,,,,2,FALSE
"NP","np_harvest_tonnes_relative","np_harvest_tonnes_relative_gl2018.csv","tonnes_rel","proportion","Relative natural product harvest tonnes","Tonnes of harvest of each commodity relative to maximum harvest (with 35% buffer) of the commodity within the region observed across years","np_harvest_tonnes_relative","~/Documents/github/ohi-global/eez/layers/np_harvest_tonnes_relative.csv","rgn_id",,"product","year","tonnes_rel",,TRUE,1976,2015,0,1,TRUE,,,,2,FALSE
"spatial","rgn_area","rgn_area.csv","area_km2","km2","Region areas based on EEZ boundaries","Area of Ocean Health Index regions modified from exclusive economic zones, weights used to calculate global score","rgn_area","~/Documents/github/ohi-global/eez/layers/rgn_area.csv","rgn_id",,,,"area_km2",,TRUE,,,1079918,1079918,FALSE,,,,2,FALSE
"spatial","rgn_global","rgn_global.csv","label","label","OHI region id","Subset of regions that are not deleted or disputed","rgn_global","~/Documents/github/ohi-global/eez/layers/rgn_global.csv","rgn_id",,,,,"label",TRUE,,,,,FALSE,,,,2,
"spatial","rgn_labels","rgn_labels.csv","label","label","Regions","Regions by type (eez, subocean, unclaimed)","rgn_labels","~/Documents/github/ohi-global/eez/layers/rgn_labels.csv","rgn_id",,"type",,,"label",TRUE,,,,,FALSE,,,,2,
"spatial","uninhabited","uninhabited_gl2018placeholder.csv","Inhabited","population","Uninhabited regions","Regions with low and no number of inhabitants (also identifies Southern Islands)","uninhabited","~/Documents/github/ohi-global/eez/layers/uninhabited.csv","rgn_id",,"rgn_nam",,"inhabited",,TRUE,,,2019,2019,FALSE,"southern_island,est_population",,,2,FALSE
"SPP","spp_status","spp_status_gl2018.csv","score","status score","Average species condition","Overall measure of species condition based on IUCN status of species within each region","spp_status","~/Documents/github/ohi-global/eez/layers/spp_status.csv","rgn_id",,,"year","score",,TRUE,2012,2018,0.751887004458887,0.758745001109997,TRUE,,,,2,FALSE
"SPP","spp_trend","spp_trend_gl2018.csv","score","trend score","Average species condition trend","Overall measure of species condition trends based on change in IUCN status of species within each region","spp_trend","~/Documents/github/ohi-global/eez/layers/spp_trend.csv","rgn_id",,,,"score",,TRUE,,,-0.00760087243876592,-0.00760087243876592,FALSE,,,,2,FALSE
"TR","tr_jobs_pct_tourism","tr_jobs_pct_tourism_gl2018.csv","Ep","proportion","Percent direct employment in tourism","Percent direct employment in tourism","tr_jobs_pct_tourism","~/Documents/github/ohi-global/eez/layers/tr_jobs_pct_tourism.csv","rgn_id",,,"year","ep",,TRUE,1995,2028,0.014914,0.0282316,TRUE,,,,2,FALSE
"TR","tr_sustainability","tr_sustainability_gl2018.csv","S_score","scaled 0-1","Tourism sustainability index","Tourism Competitiveness Index (TTCI)","tr_sustainability","~/Documents/github/ohi-global/eez/layers/tr_sustainability.csv","rgn_id",,,"year","s_score",,TRUE,2017,2017,3.91,3.91,FALSE,,,,2,FALSE
"TR","tr_travelwarnings","tr_travelwarnings_gl2018.csv","multiplier","scaled 0-1","US State Department travel warnings","US State Department travel warnings","tr_travelwarnings","~/Documents/github/ohi-global/eez/layers/tr_travelwarnings.csv","rgn_id",,,"year","multiplier",,TRUE,2015,2018,1,1,TRUE,,,,2,FALSE
"weighting","element_wts_cp_km2_x_protection","element_wts_cp_km2_x_protection_gl2018.csv","extent_rank","extent*rank_protection","Coastal protection weights","Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass (empty dataframe filled by functions.R in ohi-global)","element_wts_cp_km2_x_protection","~/Documents/github/ohi-global/eez/layers/element_wts_cp_km2_x_protection.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,,,FALSE,,,,2,TRUE
"weighting","element_wts_cs_km2_x_storage","element_wts_cs_km2_x_storage_gl2018.csv","extent_rank","extent*carbon_storage","Carbon storage weights","Habitat extent multiplied by carbon storage capacity for: mangrove, saltmarsh, and seagrass  (empty dataframe filled by functions.R in ohi-global)","element_wts_cs_km2_x_storage","~/Documents/github/ohi-global/eez/layers/element_wts_cs_km2_x_storage.csv","rgn_id",,"habitat",,"extent_rank",,TRUE,,,,,FALSE,,,,2,TRUE
"weighting","element_wts_hab_pres_abs","element_wts_hab_pres_abs_gl2018.csv","boolean","0 or 1","Habitat presence/absence","List of habitats in each region (empty dataframe filled by functions.R in ohi-global)","element_wts_hab_pres_abs","~/Documents/github/ohi-global/eez/layers/element_wts_hab_pres_abs.csv","rgn_id",,"habitat",,"boolean",,TRUE,,,,,FALSE,,,,2,TRUE
"","hab_softbottom_extent","hab_softbottom_extent_gl2018.csv","km2","km2","Habitat extent of softbottom","Area of softbottom habitat","hab_softbottom_extent","~/Documents/github/ohi-global/eez/layers/hab_softbottom_extent.csv","rgn_id",,"habitat","year","km2",,TRUE,2012,2012,33265.6165292852,33265.6165292852,FALSE,,,,2,FALSE
"","sp_alien_species","sp_alien_species_gl2018.csv","resilience score","scaled 0-1","Management of nonindigenous species","Survey responses by country to the Convention on Biological Diversity (CBD) Third National Report: invasive species related questions","sp_alien_species","~/Documents/github/ohi-global/eez/layers/sp_alien_species.csv","rgn_id",,,,"resilience.score",,TRUE,,,0.625,0.625,TRUE,,,,2,FALSE
